competition_group,electric_utility,gas_utility,building_type,time,remaining_below_baseline_stock,remaining_baseline_stock,remaining_efficient_stock,remaining_top10_stock,ret_er_below_baseline_stock,ret_er_baseline_stock,ret_er_efficient_stock,ret_er_top10_stock,rob_below_baseline_stock,rob_baseline_stock,rob_efficient_stock,rob_top10_stock
refrigeration,test_utility_1,test_utility_1,single_family_li,19,0.0,-2875.5564672480255,0.0,2875.5564672480264,0.0,-1391.0678232659848,0.0,1391.067823265985,0.0,-455.9173357890279,0.0,455.917335789028
refrigeration,test_utility_1,none,multifamily,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,none,multifamily,1,0.0,-5640.0,0.0,5640.0,0.0,-225.60000000000036,0.0,225.60000000000036,0.0,-112.80000000000018,0.0,112.80000000000018
refrigeration,test_utility_1,none,multifamily,2,0.0,-10340.0,0.0,10340.0,0.0,-1312.9920000000002,0.0,1312.9920000000002,0.0,-186.4960000000001,0.0,186.4960000000001
refrigeration,test_utility_1,none,multifamily,3,0.0,-14256.666666666666,0.0,14256.666666666666,0.0,-2806.7547733333336,0.0,2806.7547733333336,0.0,-541.71072,0.0,541.71072
refrigeration,test_utility_1,none,multifamily,4,0.0,-17520.555555555555,0.0,17520.555555555555,0.0,-4435.457563022222,0.0,4435.457563022222,0.0,-1029.6732259555554,0.0,1029.6732259555554
refrigeration,test_utility_1,none,multifamily,5,0.0,-20240.462962962964,0.0,20240.462962962964,0.0,-6043.524867100443,0.0,6043.524867100443,0.0,-1561.7161372539258,0.0,1561.7161372539258
refrigeration,test_utility_1,none,multifamily,6,0.0,-22507.052469135804,0.0,22507.052469135804,0.0,-7547.446740332783,0.0,7547.446740332783,0.0,-2087.018123252811,0.0,2087.018123252811
refrigeration,test_utility_1,none,multifamily,7,0.0,-24395.877057613172,0.0,24395.877057613172,0.0,-8907.773948540053,0.0,8907.773948540053,0.0,-2578.2992685087092,0.0,2578.2992685087092
refrigeration,test_utility_1,none,multifamily,8,0.0,-25969.897548010977,0.0,25969.897548010977,0.0,-10111.325155981694,0.0,10111.325155981694,0.0,-3022.6728231897505,0.0,3022.6728231897505
refrigeration,test_utility_1,none,multifamily,9,0.0,-27281.581290009148,0.0,27281.581290009148,0.0,-11159.982026576537,0.0,11159.982026576537,0.0,-3415.832884287354,0.0,3415.832884287354
refrigeration,test_utility_1,none,multifamily,10,0.0,-28374.651075007623,0.0,28374.651075007623,0.0,-12063.718472364862,0.0,12063.718472364862,0.0,-3758.3941286816685,0.0,3758.3941286816685
refrigeration,test_utility_1,none,multifamily,11,0.0,-29285.542562506354,0.0,29285.542562506354,0.0,-12836.337914446314,0.0,12836.337914446314,0.0,-4053.614700972522,0.0,4053.614700972522
refrigeration,test_utility_1,none,multifamily,12,0.0,-30044.61880208863,0.0,30044.61880208863,0.0,-13492.931197855984,0.0,13492.931197855984,0.0,-4306.003718719129,0.0,4306.003718719129
refrigeration,test_utility_1,none,multifamily,13,0.0,-30677.18233507386,0.0,30677.18233507386,0.0,-14048.418182947347,0.0,14048.418182947347,0.0,-4520.490857966288,0.0,4520.490857966288
refrigeration,test_utility_1,none,multifamily,14,0.0,-31204.31861256155,0.0,31204.31861256155,0.0,-14516.763602037909,0.0,14516.763602037909,0.0,-4701.9499397628,0.0,4701.9499397628
refrigeration,test_utility_1,none,multifamily,15,0.0,-31643.598843801294,0.0,31643.598843801294,0.0,-14910.605322091691,0.0,14910.605322091691,0.0,-4854.942776665717,0.0,4854.942776665717
