competition_group,electric_utility,gas_utility,building_type,time,total_stock,ret_er_stock,remaining_stock,rob_stock,remaining_below_baseline_stock,remaining_baseline_stock,remaining_efficient_stock,remaining_top10_stock,ret_er_below_baseline_stock,ret_er_baseline_stock,ret_er_efficient_stock,ret_er_top10_stock,rob_below_baseline_stock,rob_baseline_stock,rob_efficient_stock,rob_top10_stock,ret_er_below_baseline_flow,ret_er_baseline_flow,ret_er_efficient_flow,ret_er_top10_flow,rob_below_baseline_flow,rob_baseline_flow,rob_efficient_flow,rob_top10_flow,remaining_below_baseline_flow,remaining_baseline_flow,remaining_efficient_flow,remaining_top10_flow,remaining_baseline_flow_2,remaining_efficient_flow_2,remaining_top10_flow_2
refrigeration,test_utility_1,test_utility_1,multifamily,10,30000.0,9000.0,18000.0,2999.9999999999995,581.4200984034449,726.775123004306,872.1301476051672,15819.674630987083,516.6256944292701,645.7821180365876,774.938541643905,7062.6536458902365,200.17083737429056,250.2135467178632,300.2562560614358,2249.35935984641,12.255357390262702,15.319196737828406,18.383036085393996,-45.957590213484764,236.61352294815381,295.76690368519235,354.9202844222307,-887.3007110555768,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,11,30000.0,8999.999999999998,18000.0,2999.9999999999995,484.5167486695374,605.6459358369217,726.775123004306,16183.062192489237,434.43213676103056,543.0401709512881,651.6482051415458,7370.879487146134,168.76439351356154,210.9554918919519,253.14659027034227,2367.1335243241438,10.332513888585424,12.915642360731795,15.498770832878108,-38.746927082195725,200.17083737429056,250.2135467178632,300.2562560614358,-750.6406401535896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,12,29999.999999999996,8999.999999999998,18000.0,2999.999999999999,403.7639572246145,504.7049465307681,605.6459358369217,16485.885160407695,364.58178746212945,455.72723432766185,546.8726811931942,7632.818297017013,141.9144980086033,177.39312251075413,212.87174701290496,2467.8206324677367,8.68864273522064,10.860803419025729,13.032964102830874,-32.582410257076845,168.76439351356154,210.9554918919519,253.14659027034227,-632.8664756758558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,13,29999.999999999993,8999.999999999998,17999.999999999996,2999.999999999999,336.46996435384546,420.58745544230675,504.7049465307681,16738.237633673078,305.48742734602695,381.8592841825337,458.2311410190405,7854.422147452397,119.09671723762895,148.87089654703618,178.64507585644344,2553.3873103588908,7.291635749242573,9.114544686553245,10.937453623863917,-27.343634059659962,141.9144980086033,177.39312251075413,212.87174701290496,-532.1793675322624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,14,29999.999999999993,8999.999999999998,17999.999999999996,2999.9999999999995,280.39163696153787,350.4895462019223,420.58745544230675,16948.53136139423,255.66344659171187,319.57930823963983,383.4951698875678,8041.262075281079,99.79255959970214,124.74069949962768,149.68883939955322,2625.7779015011165,6.109748546920514,7.637185683650671,9.164622820380828,-22.91155705095207,119.09671723762895,148.87089654703618,178.64507585644344,-446.6126896411083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,15,29999.999999999993,8999.999999999998,17999.999999999996,2999.9999999999995,233.65969746794823,292.0746218349353,350.4895462019223,17123.77613449519,213.7653912668414,267.2067390835517,320.64808690026206,8198.379782749344,83.51672588662588,104.39590735828234,125.27508882993881,2686.8122779251526,5.113268931834227,6.391586164792784,7.669903397751341,-19.174758494378693,99.79255959970214,124.74069949962768,149.68883939955322,-374.22209849888304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,16,29999.999999999993,8999.999999999998,17999.999999999996,2999.9999999999995,194.71641455662353,243.3955181957794,292.0746218349353,17269.81344541266,178.6033385389944,223.254173173743,267.9050078084916,8330.237480478769,69.83002781383485,87.28753476729356,104.74504172075225,2738.137395698119,4.275307825336824,5.344134781671016,6.412961738005265,-16.032404345012765,83.51672588662588,104.39590735828234,125.27508882993881,-313.187722074847,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,17,29999.999999999993,8999.999999999996,17999.999999999996,2999.9999999999986,162.2636787971863,202.82959849648284,243.3955181957794,17391.51120451055,149.14025027158024,186.4253128394753,223.71037540737035,8440.724061481571,58.3437572560715,72.92969657008938,87.51563588410724,2781.2109102897307,3.572066770779884,4.465083463474855,5.358100156169826,-13.395250390423826,69.83002781383485,87.28753476729356,104.74504172075225,-261.86260430188076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,18,29999.999999999993,8999.999999999996,18000.0,2999.9999999999986,135.2197323309886,169.0246654137357,202.82959849648284,17492.926003758792,124.4822433102968,155.602804137871,186.72336496544517,8533.191587586383,48.71914842204954,60.89893552756193,73.0787226330743,2817.3031934173127,2.982805005431601,3.728506256789501,4.474207508147401,-11.185518770367707,58.3437572560715,72.92969657008938,87.51563588410724,-218.78908971026794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily,19,29999.999999999993,8999.999999999996,18000.0,2999.9999999999986,112.68311027582384,140.85388784477976,169.0246654137357,17577.43833646566,103.86502101789199,129.831276272365,155.797531526838,8610.506171182902,40.66419948136362,50.83024935170452,60.99629922204542,2847.509251944885,2.4896448662059356,3.1120560827574195,3.7344672993089034,-9.33616824827186,48.71914842204954,60.89893552756193,73.0787226330743,-182.6968065826859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,0,50000.0,15000.0,30000.0,5000.0,6000.0,7500.0,9000.0,7500.0,3000.0,3750.0,4500.0,3750.0,1000.0,1250.0,1500.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,1,50000.0,14999.666666666666,30002.666666666668,4997.666666666667,4999.444444444444,6249.305555555556,7499.166666666667,11254.75,2959.342222222222,3699.177777777778,4439.013333333333,3902.133333333333,979.3466666666667,1224.1833333333334,1469.02,1325.1166666666666,60.0,75.0,90.0,-225.0,1000.0,1250.0,1500.0,-3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,2,50000.0,14999.888888888887,30002.555555555555,4997.555555555556,4165.740790466576,5207.175988083221,6248.611185699865,14381.027591305894,2766.0628511099144,3457.5785638873936,4149.094276664872,4627.153197226708,966.0739659643464,1207.592457455433,1449.1109489465198,1374.778183189256,59.18684444444443,73.98355555555554,88.78026666666665,-221.95066666666662,979.3466666666667,1224.1833333333334,1469.02,-3672.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,3,50000.0,15000.018518518518,30002.351851851854,4997.629629629629,3471.0649379346014,4338.831172418252,5206.597406901904,16985.858334597095,2500.8953294651665,3126.119161831459,3751.34299419775,5621.661033024142,902.9781398795045,1128.7226748493808,1354.4672098192568,1611.4616050814868,55.3212570221981,69.15157127774773,82.98188553329737,-207.45471383324366,966.0739659643464,1207.592457455433,1449.1109489465198,-3622.7773723662995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,4,50000.0,15000.07098765432,30002.256172839505,4997.672839506173,2892.232715646093,3615.290894557617,4338.34907346914,19156.383489166656,2211.9374672461026,2764.921834057629,3317.906200869154,6705.3054854814345,816.4145022037088,1020.5181277546365,1224.6217533055633,1936.1184562422638,50.01790658930349,62.52238323662914,75.02685988395478,-187.56714970988742,902.9781398795045,1128.7226748493808,1354.4672098192568,-3386.168024548142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,5,50000.0,15000.090020576132,30002.21965020576,4997.690329218107,2409.9261263891385,3012.4076579864236,3614.8891895837087,20964.99667624649,1926.7430163474965,2408.428770434371,2890.114524521244,7774.803709273018,722.084530753884,902.6056634423551,1083.1267961308258,2289.8733388910414,44.23874934492187,55.29843668115245,66.35812401738303,-165.89531004345736,816.4145022037088,1020.5181277546365,1224.6217533055633,-3061.5543832639087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,6,50000.0,15000.096622085048,30002.20670438958,4997.696673525376,2008.048627261678,2510.0607840770977,3012.0729408925176,22472.024352158285,1660.0908112567324,2075.113514070916,2490.1362168850983,8774.7560798723,628.9831193792378,786.2288992240474,943.4746790688565,2639.0099758532347,38.53486032694991,48.1685754086875,57.802290490425094,-144.5057262260625,722.084530753884,902.6056634423551,1083.1267961308258,-2707.8169903270655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,7,50000.0,15000.098865454962,30002.202260516693,4997.698874028349,1673.1879227446623,2091.4849034308286,2509.781884116994,23727.74755022421,1418.952050888671,1773.6900636108392,2128.428076333006,9679.028674622445,541.9348031181906,677.4185038977386,812.9022046772858,2965.443362335134,33.201816225134735,41.502270281418305,49.802724337701875,-124.5068108442556,628.9831193792378,786.2288992240474,943.4746790688565,-2358.6866976721417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,8,50000.0,15000.099620389421,30002.200757792263,4997.699621818319,1394.1683417401582,1742.7104271751984,2091.252512610238,24774.069476266668,1205.645354033361,1507.0566925417013,1808.4680310500412,10478.929542764317,463.2153224359386,579.0191530449233,694.8229836539078,3260.64216268355,28.37904101777349,35.47380127221686,42.56856152666023,-106.42140381665013,541.9348031181906,677.4185038977386,812.9022046772858,-2032.2555116932144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,9,50000.0,15000.09987322499,30002.200253311872,4997.69987346314,1161.677859781857,1452.0973247273218,1742.5167896727864,25645.908279129908,1019.8230170963493,1274.7787713704367,1529.7345256445237,11175.76355911368,393.5815879620038,491.97698495250484,590.3723819430057,3521.768918605626,24.112907080667128,30.141133850833967,36.169360621000806,-90.42340155250167,463.2153224359386,579.0191530449233,694.8229836539078,-1737.0574591347695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,10,50000.0,15000.09995770197,30002.200084556367,4997.699957741663,967.9573187138315,1209.94664839229,1451.935978070748,26372.3601393795,859.7062650200436,1074.6328312750547,1289.5593975300653,11776.201463876807,332.92009227316254,416.1501153414532,499.3801384097438,3749.2496117173037,20.396460341926968,25.495575427408767,30.594690512890566,-76.4867262822263,393.5815879620038,491.97698495250484,590.3723819430057,-1475.9309548575138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,11,50000.0,15000.099985894041,30002.200028205305,4997.699985900656,806.5414718564197,1008.176839820525,1209.81220778463,26977.66950874373,722.8403173555811,903.5503966944766,1084.2604760333716,12289.448795810611,280.6501562342397,350.81269529279973,420.9752343513596,3945.2619000222576,17.194125300400856,21.492656625501013,25.791187950601397,-64.47796987650327,332.92009227316254,416.1501153414532,499.3801384097438,-1248.450346024359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,12,50000.0,15000.09999529691,30002.200009405078,4997.699995298013,672.0432122860905,840.0540153576135,1008.0648184291362,27482.037963332237,606.5444389312595,758.1805486640745,909.8166583968891,12725.558349304687,235.97041949412326,294.9630243676542,353.95562924118485,4112.810922195051,14.456806347111637,18.07100793388952,21.685209520667513,-54.213023801668896,280.6501562342397,350.81269529279973,420.9752343513596,-1052.4380858783989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,13,50000.0,15000.099998432119,30002.20000313558,4997.699998432303,559.9737830470768,699.9672288088465,839.9606745706157,27902.29831670904,508.16995365634943,635.212442070437,762.2549304845239,13094.462672220809,198.00575903140958,247.507198789262,297.00863854711423,4255.178402064517,12.130888778625149,15.163610973281493,18.196333167937837,-45.49083291984425,235.97041949412326,294.9630243676542,353.95562924118485,-884.8890731029624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,14,50000.0,15000.099999477341,30002.200001045283,4997.699999477372,466.5929689749838,583.2412112187302,699.889453462476,28252.476367389092,425.2388177752109,531.5485222190138,637.8582266628164,13405.454432820301,165.89151747560442,207.3643968445056,248.83727621340657,4375.606808943856,10.163399073126982,12.704248841408685,15.245098609690444,-38.11274652422617,198.00575903140958,247.507198789262,297.00863854711423,-742.5215963677856,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,15,50000.0,15000.099999825776,30002.200000348443,4997.69999982578,388.78427042107955,485.9803380263498,583.1764056316197,28544.258986269393,355.50917179411016,444.3864647426378,533.2637576911653,13666.940605597862,138.81874019251873,173.52342524064844,208.22811028877808,4477.129724103835,8.504776355504191,10.630970444380296,12.757164533256287,-31.892911333141456,165.89151747560442,207.3643968445056,248.83727621340657,-622.0931905335165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,16,49999.99999999999,15000.09999994192,30002.20000011615,4997.699999941924,323.9508929140229,404.9386161425289,485.9263393710346,28787.384151688566,296.997358466985,371.2466980837315,445.49603770047764,13886.359905690726,116.05557463813868,145.06946829767338,174.083361957208,4562.491595048904,7.11018343588222,8.887729294852761,10.665275153823359,-26.663187884558283,138.81874019251873,173.52342524064844,208.22811028877808,-520.5702757219451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,17,50000.0,15000.099999980637,30002.20000003872,4997.69999998064,269.9290815087017,337.4113518858773,404.89362226305275,28989.96594438109,247.974973478639,309.96871684829887,371.9624602179586,14070.19384943574,96.95445810567533,121.19307263209423,145.43168715851303,4634.120782084357,5.939947169339689,7.42493396167464,8.909920754009534,-22.274801885023408,116.05557463813868,145.06946829767338,174.083361957208,-435.2084048930201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,18,50000.0,15000.099999993541,30002.20000001291,4997.699999993545,224.91590743498563,281.1448842937322,337.3738611524786,29158.765347131713,206.95249792050024,258.6906224006254,310.42874688075045,14224.028132791665,80.95115492437384,101.18894365546734,121.4267323865608,4694.133169027143,4.9594994695727905,6.199374336966002,7.439249204359157,-18.598123010897325,96.95445810567533,121.19307263209423,145.43168715851303,-363.5792178962829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,single_family,19,49999.99999999999,15000.099999997843,30002.200000004304,4997.699999997846,187.40909699154534,234.2613712394318,281.1136454873181,29299.41588628601,172.65657433365567,215.82071791706963,258.98486150048353,14352.637846246635,67.55941329938973,84.4492666242372,101.33911994908462,4744.352200125135,4.1390499584099985,5.173812448012512,6.208574937615026,-15.521437344037622,80.95115492437384,101.18894365546734,121.4267323865608,-303.56683096640245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,0,3000.0,900.0,1800.0,300.0,360.0,450.0,540.0,450.0,180.0,225.0,270.0,225.0,60.0,75.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,1,3000.0,900.0,1800.0,300.0,300.0,375.0,450.0,675.0,177.6,222.0,266.4,234.0,58.8,73.5,88.2,79.5,3.5999999999999943,4.5,5.399999999999977,-13.5,60.0,75.0,90.0,-225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,2,3000.0,900.0,1800.0,300.0,250.0,312.5,375.0,862.5,166.03199999999998,207.54,249.048,277.38,58.016,72.52,87.024,82.44,3.5519999999999925,4.439999999999998,5.3279999999999745,-13.319999999999993,58.8,73.5,88.2,-220.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,3,3000.0,899.9999999999999,1800.0,299.99999999999994,208.33333333333334,260.4166666666667,312.5,1018.75,150.14090666666664,187.67613333333333,225.21135999999998,336.97159999999997,54.23711999999999,67.79639999999999,81.35567999999999,96.6108,3.3206399999999974,4.150800000000004,4.98096000000001,-12.452400000000011,58.016,72.52,87.024,-217.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,4,3000.0,899.9999999999998,1800.0,299.99999999999994,173.61111111111111,217.0138888888889,260.4166666666667,1148.9583333333333,132.81428124444443,166.01785155555555,199.22142186666662,401.94644533333326,49.0460295111111,61.30753688888888,73.56904426666665,116.07738933333331,3.002818133333335,3.753522666666669,4.5042272000000025,-11.260567999999978,54.23711999999999,67.79639999999999,81.35567999999999,-203.38919999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
refrigeration,test_utility_1,test_utility_1,multifamily_li,5,3000.0,899.9999999999998,1800.0,299.99999999999994,144.67592592592592,180.84490740740745,217.0138888888889,1257.4652777777776,115.70718226488887,144.6339778311111,173.5607733973333,466.09806650666656,43.38599853985185,54.23249817481481,65.07899780977776,137.3025054755555,2.6562856248888806,3.320357031111115,3.984428437333321,-9.961071093333317,49.0460295111111,61.30753688888888,73.56904426666665,-183.92261066666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
