competition_group,electric_utility,gas_utility,building_type,time,total_stock,ret_er_stock,remaining_stock,rob_stock,remaining_below_baseline_stock,remaining_baseline_stock,remaining_efficient_stock,remaining_top10_stock,ret_er_below_baseline_stock,ret_er_baseline_stock,ret_er_efficient_stock,ret_er_top10_stock,rob_below_baseline_stock,rob_baseline_stock,rob_efficient_stock,rob_top10_stock
refrigeration,test_utility_1,test_utility_1,multi_family,10,5999.999999999999,1799.9999999999995,3600.0,599.9999999999998,116.28401968068896,3163.9349261974166,174.42602952103346,145.3550246008612,103.325138885854,1412.530729178047,154.98770832878103,129.15642360731752,40.03416747485811,449.87187196928187,60.05125121228716,50.04270934357264
refrigeration,test_utility_1,test_utility_1,multi_family,11,6000.0,1799.9999999999998,3600.0000000000005,599.9999999999999,96.90334973390746,3236.6124384978475,145.3550246008612,121.12918716738434,86.88642735220611,1474.1758974292268,130.32964102830917,108.60803419025764,33.75287870271231,473.4267048648287,50.62931805406846,42.191098378390386
refrigeration,test_utility_1,test_utility_1,multi_family,12,6000.000000000001,1800.0,3600.000000000001,599.9999999999999,80.75279144492289,3297.17703208154,121.12918716738434,100.94098930615363,72.9163574924259,1526.5636594034027,109.37453623863885,91.14544686553236,28.38289960172066,493.5641264935474,42.57434940258099,35.47862450215082
refrigeration,test_utility_1,test_utility_1,multi_family,13,6000.000000000002,1800.0,3600.0000000000014,599.9999999999999,67.29399287076907,3347.647526734617,100.94098930615363,84.11749108846136,61.09748546920541,1570.8844294904798,91.6462282038081,76.37185683650674,23.819343447525796,510.67746207177817,35.729015171288694,29.774179309407238
refrigeration,test_utility_1,test_utility_1,multi_family,14,6000.000000000001,1800.0000000000002,3600.000000000001,600.0,56.078327392307564,3389.7062722788473,84.11749108846136,70.09790924038447,51.13268931834238,1608.2524150562163,76.69903397751355,63.91586164792797,19.958511919940435,525.1555803002234,29.937767879910645,24.948139899925536
refrigeration,test_utility_1,test_utility_1,multi_family,15,6000.000000000001,1800.0000000000002,3600.000000000001,600.0,46.731939493589636,3424.7552268990394,70.09790924038447,58.41492436698706,42.75307825336828,1639.6759565498692,64.12961738005241,53.44134781671035,16.703345177325176,537.3624555850306,25.05501776598776,20.87918147165647
refrigeration,test_utility_1,test_utility_1,multi_family,16,6000.000000000002,1800.0000000000002,3600.000000000001,600.0000000000001,38.9432829113247,3453.962689082533,58.41492436698706,48.67910363915588,35.72066770779888,1666.0474960957545,53.581001561698315,44.6508346347486,13.96600556276697,547.6274791396239,20.949008344150453,17.45750695345871
refrigeration,test_utility_1,test_utility_1,multi_family,17,6000.000000000001,1799.9999999999998,3600.000000000001,600.0,32.45273575943725,3478.302240902111,48.67910363915588,40.56591969929657,29.82805005431605,1688.1448122963147,44.74207508147407,37.28506256789506,11.6687514512143,556.2421820579464,17.503127176821447,14.585939314017875
refrigeration,test_utility_1,test_utility_1,multi_family,18,6000.0,1800.0,3600.0000000000005,599.9999999999999,27.043946466197713,3498.585200751759,40.56591969929657,33.80493308274715,24.896448662059363,1706.6383175172773,37.34467299308904,31.1205608275742,9.74382968440991,563.4606386834628,14.615744526614863,12.179787105512386
refrigeration,test_utility_1,test_utility_1,multi_family,19,6000.0,1800.0,3600.0000000000005,599.9999999999999,22.536622055164763,3515.4876672931327,33.80493308274715,28.17077756895596,20.773004203578402,1722.101234236581,31.1595063053676,25.966255254472998,8.132839896272724,569.5018503889772,12.199259844409086,10.166049870340904
refrigeration,test_utility_1,test_utility_1,single_family,0,50000.0,15000.0,30000.0,5000.0,6000.0,7500.0,9000.0,7500.0,3000.0,3750.0,4500.0,3750.0,1000.0,1250.0,1500.0,1250.0
refrigeration,test_utility_1,test_utility_1,single_family,1,50000.0,15000.0,30000.0,5000.0,5000.0,11250.0,7500.0,6250.0,2960.0,3900.0,4440.0,3700.0,980.0,1325.0,1470.0,1225.0
refrigeration,test_utility_1,test_utility_1,single_family,2,50000.0,15000.0,30000.0,5000.0,4166.666666666667,14375.0,6250.0,5208.333333333334,2767.2,4623.0,4150.799999999999,3458.9999999999995,966.9333333333334,1374.0,1450.3999999999999,1208.6666666666665
refrigeration,test_utility_1,test_utility_1,single_family,3,50000.0,14999.999999999998,30000.000000000004,4999.999999999999,3472.2222222222226,16979.166666666668,5208.333333333334,4340.277777777778,2502.3484444444443,5616.193333333333,3753.522666666666,3127.9355555555553,903.9519999999999,1610.1799999999998,1355.9279999999997,1129.9399999999998
refrigeration,test_utility_1,test_utility_1,single_family,4,50000.0,14999.999999999998,30000.0,4999.999999999999,2893.518518518519,19149.305555555555,4340.277777777778,3616.8981481481487,2213.571354074074,6699.107422222221,3320.3570311111107,2766.964192592592,817.4338251851851,1934.6231555555553,1226.1507377777775,1021.7922814814813
refrigeration,test_utility_1,test_utility_1,single_family,5,50000.0,14999.999999999996,30000.000000000004,5000.0,2411.2654320987663,20957.754629629628,3616.8981481481487,3014.0817901234573,1928.453037748148,7768.301108444442,2892.6795566222218,2410.5662971851852,723.0999756641975,2288.3750912592586,1084.649963496296,903.8749695802468
refrigeration,test_utility_1,test_utility_1,single_family,6,50000.0,14999.999999999998,30000.000000000004,4999.999999999999,2009.3878600823052,22464.79552469136,3014.0817901234573,2511.734825102881,1661.800223345251,8768.249162455306,2492.7003350178766,2077.2502791815637,629.961325664395,2637.6450287585176,944.9419884965924,787.4516570804938
